"ID_txn"|"ID_user"|"txn_time"|"ID_product"|"price"
"21010722830"|"155083823"|"2013-01-14 09:25:00"|"1574906"|"4407"
"21010722830"|"155083823"|"2013-01-14 09:25:00"|"1574906"|"4407"
"21011382974"|"9115418"|"2013-01-28 14:35:00"|"5685341"|"897"
"21013272296"|"49233590"|"2013-03-08 10:08:00"|"1945388"|"9087"
"21013272296"|"49233590"|"2013-03-08 10:08:00"|"1945388"|"9087"
"21013291238"|"120063017"|"2013-03-08 15:55:00"|"2044928"|"6877"
"21014866424"|"363454556"|"2013-04-07 14:04:00"|"2284580"|"3887"
"21014866424"|"363454556"|"2013-04-07 14:04:00"|"2284580"|"3887"
"21012758318"|"375402038"|"2013-02-24 21:17:00"|"1629800"|"22087"
"21012151286"|"54561458"|"2013-02-12 00:21:00"|"1733078"|"2587"
"21013256072"|"290257256"|"2013-03-07 21:10:00"|"1970000"|"507"
"21008385440"|"285956684"|"2012-11-29 12:51:00"|"1331852"|"6487"
"21009963512"|"260930858"|"2012-12-21 10:50:00"|"1432652"|"2587"
"21010070600"|"293371370"|"2012-12-24 11:09:00"|"1425428"|"390"
"21010070600"|"293371370"|"2012-12-24 11:09:00"|"1425428"|"390"
"21010080368"|"265423064"|"2012-12-24 15:08:00"|"999968"|"11037"
"21010585442"|"32368814"|"2013-01-10 13:21:00"|"1491494"|"16887"
"21009743828"|"1827422"|"2012-12-17 21:52:00"|"5642669"|"2730"
"21010846088"|"334768004"|"2013-01-16 18:08:00"|"1570874"|"11167"
"21010152488"|"123403451"|"2012-12-28 01:51:00"|"1351214"|"4797"
"21011408210"|"200741423"|"2013-01-28 21:51:00"|"1610438"|"11687"
"21012522854"|"59072237"|"2013-02-18 20:55:00"|"1856390"|"2067"
"21012911966"|"2629750712"|"2013-02-28 08:57:00"|"1952696"|"2457"
"21013358552"|"58325135"|"2013-03-10 12:54:00"|"2017250"|"2977"
"21010796720"|"9567074"|"2013-01-15 18:20:00"|"1425680"|"2587"
"21011567396"|"206175071"|"2013-01-31 17:42:00"|"1738958"|"12987"
"21015150332"|"225090011"|"2013-04-10 20:28:00"|"2233172"|"3887"
"21012700736"|"1786894934"|"2013-02-22 20:59:00"|"1751810"|"2587"
"21017208524"|"16994161802"|"2013-05-18 19:21:00"|"2840996"|"2587"
"21016256450"|"111368147"|"2013-04-29 20:19:00"|"2366312"|"4147"
"21016256450"|"111368147"|"2013-04-29 20:19:00"|"2366312"|"4147"
"21013327688"|"236534669"|"2013-03-09 15:13:00"|"1652690"|"5460"
"21013327688"|"236534669"|"2013-03-09 15:13:00"|"1652690"|"5460"
"21013327688"|"236534669"|"2013-03-09 15:13:00"|"1652690"|"5460"
"21013327688"|"236534669"|"2013-03-09 15:13:00"|"1652690"|"5460"
"21013327688"|"236534669"|"2013-03-09 15:13:00"|"1652690"|"5460"
"21014216456"|"129361325"|"2013-03-26 08:59:00"|"2112590"|"2587"
"21018348698"|"184137161"|"2013-06-11 14:06:00"|"3247766"|"3367"
"21018410288"|"66783230"|"2013-06-12 22:09:00"|"3272504"|"5187"
"21015281894"|"911967644"|"2013-04-12 18:12:00"|"2280002"|"1027"
"21015281894"|"911967644"|"2013-04-12 18:12:00"|"2280002"|"1027"
"21015334424"|"41386190"|"2013-04-14 10:01:00"|"2444348"|"21840"
"21019558148"|"325047806"|"2013-07-13 10:49:00"|"4025354"|"2327"
"21019150604"|"119133875"|"2013-07-01 15:55:00"|"3792758"|"3627"
"21019441754"|"38242802"|"2013-07-10 09:45:00"|"3986084"|"1937"
"21020357726"|"133155383"|"2013-08-02 21:48:00"|"4314146"|"5187"
"21017632259"|"381300626"|"2013-05-27 10:24:00"|"2989088"|"2977"
"21018793628"|"1771348472"|"2013-06-23 17:00:00"|"3409424"|"4225"
"21017928386"|"130916045"|"2013-06-01 20:07:00"|"3224855"|"1677"
"21017928386"|"130916045"|"2013-06-01 20:07:00"|"3224855"|"1677"
"21017928386"|"130916045"|"2013-06-01 20:07:00"|"3224855"|"1677"
"21016256450"|"111368147"|"2013-04-29 20:19:00"|"2366312"|"4147"
"21016256450"|"111368147"|"2013-04-29 20:19:00"|"2366312"|"4147"
"21015757454"|"375112004"|"2013-04-21 20:46:00"|"2555942"|"2587"
"21018672344"|"385460732"|"2013-06-20 08:00:00"|"3419126"|"1937"
"21019825208"|"306358202"|"2013-07-20 20:10:00"|"3962858"|"7787"
"21019439468"|"115934153"|"2013-07-10 08:56:00"|"4091420"|"4407"
"21016933322"|"147523751"|"2013-05-13 09:29:00"|"2829026"|"3237"
"21016933322"|"147523751"|"2013-05-13 09:29:00"|"2829026"|"3237"
"21023152670"|"171464225"|"2013-10-08 12:27:00"|"6750566"|"4927"
"21022731770"|"121433483"|"2013-09-30 09:43:00"|"6549176"|"11687"
"21022731770"|"121433483"|"2013-09-30 09:43:00"|"6659888"|"9087"
"21021070886"|"265402400"|"2013-08-22 12:55:00"|"5891414"|"16887"
"21023092502"|"37538558570"|"2013-10-07 13:22:00"|"4508732"|"42770"
"21019834472"|"196187225"|"2013-07-21 10:38:00"|"4142744"|"3627"
"21024342650"|"6674110514"|"2013-10-30 18:05:00"|"7010126"|"2587"
"21021883412"|"375371288"|"2013-09-10 12:51:00"|"6178064"|"2600"
"21021313760"|"93907067"|"2013-08-27 17:40:00"|"5832782"|"2587"
"21021570218"|"310056074"|"2013-09-02 19:10:00"|"5764280"|"130"
"21022589654"|"14861978"|"2013-09-26 10:28:00"|"5977598"|"5187"
"21025585040"|"52595426"|"2013-11-17 20:11:00"|"7189298"|"2587"
"21026944094"|"25363718"|"2013-12-02 13:16:00"|"6511712"|"3887"
"21023332862"|"192525515"|"2013-10-11 12:07:00"|"6692102"|"2535"
"21024603218"|"181265357"|"2013-11-04 16:44:00"|"7084718"|"3640"
"21024988880"|"93093791"|"2013-11-10 11:41:00"|"7098200"|"2587"
"21024988880"|"93093791"|"2013-11-10 11:41:00"|"7098200"|"2587"
"21025005074"|"167572013"|"2013-11-10 16:47:00"|"7527944"|"11687"
"21025078058"|"183401867"|"2013-11-11 14:11:00"|"7539116"|"3575"
"21028816520"|"266271764"|"2013-12-18 20:11:00"|"7162628"|"42770"
"21026220098"|"29924558"|"2013-11-24 20:52:00"|"7243436"|"1287"
"21026220098"|"29924558"|"2013-11-24 20:52:00"|"7243436"|"1287"
"21026220098"|"29924558"|"2013-11-24 20:52:00"|"7243436"|"1287"
"21026471672"|"111241949"|"2013-11-27 10:27:00"|"8212586"|"2587"
"21027375098"|"59941355"|"2013-12-06 11:34:00"|"7505978"|"3757"
"21030554744"|"47062338116"|"2014-01-20 08:59:00"|"9613328"|"31187"
"21030564662"|"44752946"|"2014-01-20 11:34:00"|"9453560"|"3367"
"21021070886"|"265402400"|"2013-08-22 12:55:00"|"5891624"|"20787"
"21021227696"|"13656106868"|"2013-08-26 07:45:00"|"5835428"|"3887"
"21024944426"|"149077979"|"2013-11-09 14:45:00"|"7020038"|"10387"
"21025243580"|"5813606"|"2013-11-13 12:58:00"|"7700732"|"2210"
"21025243580"|"5813606"|"2013-11-13 12:58:00"|"7700732"|"2210"
"21025243580"|"5813606"|"2013-11-13 12:58:00"|"7700732"|"2210"
"21025243580"|"5813606"|"2013-11-13 12:58:00"|"7700732"|"2210"
"21026120876"|"196187225"|"2013-11-23 17:04:00"|"7919090"|"4537"
"21028313510"|"43872946394"|"2013-12-14 11:16:00"|"8224430"|"45370"
"21023766974"|"348084230"|"2013-10-19 19:39:00"|"6792650"|"16770"
"21028018802"|"27736214036"|"2013-12-11 20:49:00"|"8282642"|"3068"
"21028234688"|"10805930"|"2013-12-13 14:35:00"|"8459504"|"4537"
"21025677710"|"148400249"|"2013-11-18 18:51:00"|"7620470"|"2457"
"21025694252"|"306358202"|"2013-11-18 21:38:00"|"7761212"|"2561"
"21025694252"|"306358202"|"2013-11-18 21:38:00"|"7761212"|"2561"
"21028626866"|"28819526"|"2013-12-17 02:10:00"|"8976062"|"7787"
"21028626866"|"28819526"|"2013-12-17 02:10:00"|"8977322"|"9087"
"21028626866"|"28819526"|"2013-12-17 02:10:00"|"8977112"|"9087"
"21028626866"|"28819526"|"2013-12-17 02:10:00"|"8976146"|"10387"
"21029905004"|"42231507950"|"2014-01-09 20:55:00"|"7703924"|"16887"
"21030012086"|"257258324"|"2014-01-11 10:50:00"|"8254796"|"18850"
"21026368082"|"236039471"|"2013-11-26 11:02:00"|"8042948"|"2587"
"21030145964"|"41944126322"|"2014-01-13 18:55:00"|"7883978"|"21970"
"21030145964"|"41944126322"|"2014-01-13 18:55:00"|"7883978"|"21970"
"21026940332"|"135493367"|"2013-12-02 12:56:00"|"8095868"|"51870"
"21026940332"|"135493367"|"2013-12-02 12:56:00"|"8095868"|"51870"
"21027956114"|"43384431230"|"2013-12-11 12:14:00"|"7408538"|"16887"
"21033709628"|"5657396"|"2014-03-20 00:52:00"|"11369684"|"21970"
"21035558414"|"293371370"|"2014-04-22 10:01:00"|"11360024"|"3887"
"21035646680"|"119133875"|"2014-04-23 09:50:00"|"12358826"|"3237"
"21032151362"|"192525515"|"2014-02-19 08:59:00"|"10372310"|"2327"
"21032151362"|"192525515"|"2014-02-19 08:59:00"|"10372310"|"2327"
"21032365238"|"50198235662"|"2014-02-23 20:10:00"|"10291208"|"1417"
"21032365238"|"50198235662"|"2014-02-23 20:10:00"|"10291208"|"1417"
"21036043148"|"99559409"|"2014-04-28 15:48:00"|"12161594"|"3705"
"21030781190"|"145613561"|"2014-01-23 18:39:00"|"9356960"|"3627"
"21030860582"|"207114053"|"2014-01-25 09:26:00"|"9804890"|"7787"
"21027600680"|"95442353"|"2013-12-08 19:51:00"|"8088392"|"35750"
"21030539870"|"15179760512"|"2014-01-19 21:34:00"|"9363344"|"5577"
"21032183132"|"316586144"|"2014-02-19 19:50:00"|"9803336"|"11505"
"21032600258"|"209993975"|"2014-02-27 17:46:00"|"10711166"|"8437"
"21028919966"|"141062561"|"2013-12-19 20:21:00"|"8888912"|"6227"
"21028919966"|"141062561"|"2013-12-19 20:21:00"|"8889206"|"7787"
"21032308460"|"997365560"|"2014-02-22 11:31:00"|"10625402"|"2990"
"21028621088"|"380164844"|"2013-12-16 23:30:00"|"7852100"|"71370"
"21029831876"|"43799781812"|"2014-01-08 16:06:00"|"9128228"|"3107"
"21030011666"|"41492594060"|"2014-01-11 10:35:00"|"8642960"|"38987"
"21030065318"|"189529973"|"2014-01-12 14:01:00"|"9341924"|"16887"
"21033014342"|"41386190"|"2014-03-07 17:26:00"|"9909134"|"2587"
"21029760782"|"6558125"|"2014-01-07 10:38:00"|"8192510"|"6487"
"21029931362"|"14720774"|"2014-01-10 09:04:00"|"7703924"|"16887"
"21029931362"|"14720774"|"2014-01-10 09:04:00"|"7703924"|"16887"
"21034742948"|"35871854"|"2014-04-07 22:44:00"|"11740418"|"12987"
"21031053998"|"192375455"|"2014-01-28 21:47:00"|"9341252"|"15561"
"21031053998"|"192375455"|"2014-01-28 21:47:00"|"9341252"|"15561"
"21032907038"|"261876974"|"2014-03-05 22:50:00"|"10669376"|"2587"
"21037714472"|"148359413"|"2014-05-31 16:58:00"|"13069508"|"5837"
"21037927658"|"63314953694"|"2014-06-04 21:15:00"|"12878324"|"2067"
"21037927658"|"63314953694"|"2014-06-04 21:15:00"|"12878324"|"2067"
"21033463190"|"323498990"|"2014-03-16 14:06:00"|"11019614"|"4147"
"21033463190"|"323498990"|"2014-03-16 14:06:00"|"11019614"|"4147"
"21033463190"|"323498990"|"2014-03-16 14:06:00"|"11019614"|"4147"
"21033463190"|"323498990"|"2014-03-16 14:06:00"|"11019614"|"4147"
"21037326038"|"214220255"|"2014-05-24 18:00:00"|"12329678"|"2587"
"21037326038"|"214220255"|"2014-05-24 18:00:00"|"12329678"|"2587"
"21037639862"|"123672083"|"2014-05-29 22:25:00"|"12856274"|"1807"
"21034078388"|"101873777"|"2014-03-26 20:55:00"|"10544300"|"2587"
"21034078388"|"101873777"|"2014-03-26 20:55:00"|"10544300"|"2587"
"21034078388"|"101873777"|"2014-03-26 20:55:00"|"10544300"|"2587"
"21034078388"|"101873777"|"2014-03-26 20:55:00"|"10544300"|"2587"
"21035639036"|"38657394614"|"2014-04-23 08:19:00"|"12092672"|"2457"
"21035639036"|"38657394614"|"2014-04-23 08:19:00"|"12092672"|"2457"
"21036432998"|"61155010472"|"2014-05-06 21:36:00"|"12392384"|"14950"
"21036432998"|"61155010472"|"2014-05-06 21:36:00"|"12392384"|"14950"
"21036722756"|"45859721114"|"2014-05-12 23:26:00"|"12161594"|"3705"
"21036059564"|"103923449"|"2014-04-28 20:28:00"|"12364328"|"2717"
"21036059564"|"103923449"|"2014-04-28 20:28:00"|"12364328"|"2717"
"21036948962"|"38070602"|"2014-05-16 23:41:00"|"12696170"|"4537"
"21031053998"|"192375455"|"2014-01-28 21:47:00"|"9341252"|"15561"
"21031053998"|"192375455"|"2014-01-28 21:47:00"|"9341252"|"15561"
"21030601214"|"370646612"|"2014-01-20 21:40:00"|"8657408"|"2587"
"21031767380"|"389304236"|"2014-02-11 07:19:00"|"10280624"|"12987"
"21032609582"|"190058873"|"2014-02-27 20:14:00"|"10632836"|"4927"
"21032609582"|"190058873"|"2014-02-27 20:14:00"|"10632836"|"4927"
"21032609582"|"190058873"|"2014-02-27 20:14:00"|"10632836"|"4927"
"21032609582"|"190058873"|"2014-02-27 20:14:00"|"10632836"|"4927"
"21033175922"|"49481693258"|"2014-03-10 23:42:00"|"10448246"|"12987"
"21032774786"|"14027054"|"2014-03-03 15:26:00"|"10712258"|"3887"
"21032779502"|"131648633"|"2014-03-03 17:17:00"|"10712510"|"4277"
"21037429310"|"230386145"|"2014-05-26 19:09:00"|"12859298"|"1287"
"21037429310"|"230386145"|"2014-05-26 19:09:00"|"12859298"|"1287"
"21037429310"|"230386145"|"2014-05-26 19:09:00"|"12859298"|"1287"
"21032893724"|"37718826632"|"2014-03-05 18:46:00"|"10862492"|"2197"
"21037208582"|"195271121"|"2014-05-22 09:45:00"|"12783236"|"6396"
"21039483734"|"127870565"|"2014-07-02 23:15:00"|"13883258"|"1287"
"21034904270"|"389766716"|"2014-04-10 14:37:00"|"10814864"|"2457"
"21035860196"|"49009168340"|"2014-04-25 22:12:00"|"9582164"|"2457"
"21035091272"|"4820504"|"2014-04-14 11:25:00"|"12004472"|"5187"
"21039556910"|"5813606"|"2014-07-04 13:10:00"|"13387196"|"3237"
"21040915538"|"190496261"|"2014-07-31 22:03:00"|"13771412"|"7787"
"21040915538"|"190496261"|"2014-07-31 22:03:00"|"13771412"|"7787"
"21041240714"|"58007549"|"2014-08-06 21:07:00"|"13961840"|"1937"
"21037952348"|"348836006"|"2014-06-05 11:04:00"|"12160166"|"64870"
"21041985380"|"195113927"|"2014-08-21 08:13:00"|"14906672"|"5187"
"21042011528"|"342541112"|"2014-08-21 15:47:00"|"14341268"|"6487"
"21038514494"|"141062561"|"2014-06-16 23:15:00"|"13610300"|"5187"
"21038620550"|"73428186632"|"2014-06-18 14:12:00"|"13088324"|"4277"
"21038620550"|"73428186632"|"2014-06-18 14:12:00"|"13088324"|"4277"
"21039466274"|"4871180"|"2014-07-02 18:35:00"|"13796486"|"5837"
"21039305252"|"325128740"|"2014-06-30 09:12:00"|"13883258"|"1287"
"21040490306"|"325047806"|"2014-07-24 08:46:00"|"14254286"|"1807"
"21042140132"|"41697074426"|"2014-08-24 20:22:00"|"14848418"|"12337"
"21038189534"|"70650038522"|"2014-06-10 20:25:00"|"13088282"|"7787"
"21038225126"|"166441643"|"2014-06-11 12:40:00"|"12146894"|"58370"
"21041624354"|"24485498"|"2014-08-14 10:04:00"|"13702994"|"6487"
"21038834162"|"31669190"|"2014-06-22 20:51:00"|"13415378"|"19370"
"21043174754"|"293610974"|"2014-09-13 18:00:00"|"14769290"|"41340"
"21043343504"|"145040135"|"2014-09-16 20:48:00"|"15516176"|"7787"
"21039564278"|"3964180418"|"2014-07-04 15:44:00"|"13659524"|"68770"
"21038948870"|"190054691"|"2014-06-24 13:44:00"|"12847622"|"4537"
"21040852496"|"141062561"|"2014-07-30 22:43:00"|"14262770"|"325"
"21041429504"|"116133905"|"2014-08-11 08:13:00"|"14515904"|"3887"
"21041927330"|"2895554"|"2014-08-20 08:20:00"|"14451602"|"2587"
"21041927330"|"2895554"|"2014-08-20 08:20:00"|"14451602"|"2587"
"21042552554"|"135706157"|"2014-09-01 10:36:00"|"14995586"|"3627"
"21042552554"|"135706157"|"2014-09-01 10:36:00"|"14995586"|"3627"
"21053638040"|"56123598302"|"2014-09-23 01:51:00"|"15700640"|"15470"
"21061343846"|"86182357244"|"2014-09-26 19:13:00"|"15681446"|"5850"
"21087553724"|"22262049098"|"2014-10-10 16:48:00"|"15804296"|"10387"
"21087553724"|"22262049098"|"2014-10-10 16:48:00"|"15804296"|"10387"
"21095828114"|"380164844"|"2014-10-15 02:31:00"|"15821222"|"2587"
"21095828114"|"380164844"|"2014-10-15 02:31:00"|"15821222"|"2587"
"21114195014"|"87143722292"|"2014-10-24 13:38:00"|"16151468"|"2587"
"21113977874"|"11492464052"|"2014-10-24 11:45:00"|"16220264"|"7787"
"21131660096"|"2733505886"|"2014-11-02 22:26:00"|"15921056"|"2587"
"21136255082"|"34584502748"|"2014-11-14 10:51:00"|"15827312"|"2587"
"21136255082"|"34584502748"|"2014-11-14 10:51:00"|"15827312"|"2587"
"21136694642"|"220816007"|"2014-11-23 15:57:00"|"15750032"|"2587"
"21136286534"|"305001020"|"2014-11-15 08:04:00"|"16374530"|"38987"
"21136286534"|"305001020"|"2014-11-15 08:04:00"|"16374530"|"38987"
"21136286534"|"305001020"|"2014-11-15 08:04:00"|"16374530"|"38987"
"21136286534"|"305001020"|"2014-11-15 08:04:00"|"16374530"|"38987"
"21138615800"|"268607780"|"2014-12-20 05:23:00"|"15533396"|"3887"
"21139010684"|"71820683642"|"2015-01-03 18:20:00"|"17114822"|"11687"
"21139460366"|"371076128"|"2015-01-19 18:32:00"|"17503070"|"6097"
"21139460366"|"371076128"|"2015-01-19 18:32:00"|"17514368"|"4017"
"21139703564"|"152311403"|"2015-01-28 08:47:00"|"17730668"|"3887"
"21141040946"|"92173493396"|"2015-03-13 10:05:00"|"18387968"|"49270"
"21141040946"|"92173493396"|"2015-03-13 10:05:00"|"18387968"|"49270"
"21136387016"|"356871842"|"2014-11-17 22:22:00"|"16046720"|"4667"
"21042140132"|"41697074426"|"2014-08-24 20:22:00"|"14848418"|"12337"
"21042362120"|"301634264"|"2014-08-27 22:48:00"|"14816792"|"5187"
"21051288932"|"50014886"|"2014-09-21 22:14:00"|"14341268"|"6487"
"21065500664"|"86812020812"|"2014-09-29 07:08:00"|"15084710"|"2587"
"21099325532"|"176355443"|"2014-10-16 19:01:00"|"15920678"|"2197"
"21100648598"|"377097962"|"2014-10-17 11:27:00"|"16081496"|"3237"
"21100867712"|"54965390"|"2014-10-17 13:26:00"|"15821222"|"12987"
"21100867712"|"54965390"|"2014-10-17 13:26:00"|"15821222"|"12987"
"21100392590"|"126846959"|"2014-10-17 09:18:00"|"15832940"|"2587"
"21112838900"|"214220255"|"2014-10-23 20:55:00"|"16169276"|"38987"
"21121332590"|"381608618"|"2014-10-28 12:25:00"|"15436418"|"5720"
"21121332590"|"381608618"|"2014-10-28 12:25:00"|"15436418"|"5720"
"21119199506"|"43865770574"|"2014-10-27 08:35:00"|"15948944"|"18070"
"21126933056"|"132954647"|"2014-10-31 10:40:00"|"16082252"|"2587"
"21126933056"|"132954647"|"2014-10-31 10:40:00"|"16082252"|"2587"
"21133857212"|"345471218"|"2014-11-03 22:31:00"|"15765236"|"3887"
"21128682320"|"84268295"|"2014-11-01 09:47:00"|"15765236"|"637"
"21136841192"|"50544556184"|"2014-11-25 17:41:00"|"16598096"|"3835"
"21136841192"|"50544556184"|"2014-11-25 17:41:00"|"16598096"|"3835"
"21136841192"|"50544556184"|"2014-11-25 17:41:00"|"16598096"|"3835"
"21136841192"|"50544556184"|"2014-11-25 17:41:00"|"16598096"|"3835"
"21136841192"|"50544556184"|"2014-11-25 17:41:00"|"16598096"|"3835"
"21136841192"|"50544556184"|"2014-11-25 17:41:00"|"16598096"|"3835"
"21136841192"|"50544556184"|"2014-11-25 17:41:00"|"16598096"|"3835"
"21136841192"|"50544556184"|"2014-11-25 17:41:00"|"16598096"|"3835"
"21136841192"|"50544556184"|"2014-11-25 17:41:00"|"16598096"|"3835"
"21136841192"|"50544556184"|"2014-11-25 17:41:00"|"16598096"|"3835"
"21141159488"|"92333897"|"2015-03-17 18:37:00"|"18801206"|"11037"
"21141422396"|"315750482"|"2015-03-27 18:25:00"|"18855680"|"1430"
"21141422396"|"315750482"|"2015-03-27 18:25:00"|"18855680"|"1430"
"21136256990"|"13586766356"|"2014-11-14 11:38:00"|"16256804"|"3107"
"21137317142"|"103835381"|"2014-12-03 11:14:00"|"16974164"|"24570"
"21141952754"|"96114931472"|"2015-04-16 09:57:00"|"19199324"|"5187"
"21136815284"|"346162478"|"2014-11-25 09:54:00"|"15992876"|"1807"
"21137667254"|"88239258938"|"2014-12-08 09:23:00"|"16967192"|"6487"
"21138142958"|"114410921"|"2014-12-14 00:18:00"|"16715990"|"2860"
"21138142958"|"114410921"|"2014-12-14 00:18:00"|"16715990"|"2860"
"21138142958"|"114410921"|"2014-12-14 00:18:00"|"16715990"|"2860"
"21139599752"|"59621555"|"2015-01-24 09:10:00"|"17633732"|"4537"
"21138555116"|"202617665"|"2014-12-19 08:42:00"|"15995270"|"4095"
"21138555116"|"202617665"|"2014-12-19 08:42:00"|"15995270"|"4095"
"21140358464"|"63821507792"|"2015-02-20 09:03:00"|"18253988"|"11687"
"21138835226"|"116581625"|"2014-12-24 10:05:00"|"16597592"|"3575"
"21138835226"|"116581625"|"2014-12-24 10:05:00"|"16597592"|"3575"
"21137400416"|"332632232"|"2014-12-04 10:02:00"|"16598096"|"3835"
"21137400416"|"332632232"|"2014-12-04 10:02:00"|"16598096"|"3835"
"21137400416"|"332632232"|"2014-12-04 10:02:00"|"16598096"|"3835"
"21137660804"|"43985405048"|"2014-12-08 07:44:00"|"16790456"|"507"
"21137211842"|"34584502748"|"2014-12-01 23:25:00"|"15770528"|"20787"
"21137211842"|"34584502748"|"2014-12-01 23:25:00"|"16112744"|"1300"
"21137211842"|"34584502748"|"2014-12-01 23:25:00"|"16112744"|"1300"
"21138234512"|"119199803"|"2014-12-15 10:50:00"|"16257392"|"11570"
