"ID_product"|"ID_category"
"1751432"|"415"
"13109534"|"205"
"2325614"|"306"
"7851134"|"227"
"8875976"|"168"
"12862364"|"182"
"14950814"|"203"
"1378556"|"180"
"15730838"|"192"
"7116470"|"260"
"334898"|"417"
"8412716"|"8"
"14133620"|"40"
"6431030"|"74"
"1291238"|"1"
"5722931"|"192"
"2043248"|"508"
"4277480"|"131"
"2200286"|"12"
"10625150"|"294"
"58853"|"182"
"14940524"|"12"
"249428"|"22"
"17736002"|"145"
"8639852"|"1"
"18936068"|"260"
"1945346"|"38"
"14762864"|"294"
"3303374"|"359"
"1728332"|"8"
"3225275"|"182"
"12416702"|"203"
"2922476"|"77"
"2366186"|"306"
"16145084"|"123"
"14192252"|"385"
"14122154"|"397"
"11019698"|"216"
"175697"|"10"
"238907"|"143"
"17168"|"182"
"15718070"|"75"
"2089532"|"125"
"9591446"|"123"
"8326154"|"260"
"125759"|"262"
"11123438"|"447"
"2157404"|"12"
"15383204"|"12"
"641624"|"145"
"14744762"|"203"
"5956766"|"356"
"9121928"|"413"
"14239586"|"260"
"209507"|"405"
"2791352"|"145"
"4328258"|"315"
"2261144"|"447"
"7188584"|"504"
"80399"|"262"
"5781500"|"77"
"6708356"|"260"
"10508516"|"492"
"630116"|"34"
"16224338"|"260"
"3247052"|"504"
"221183"|"38"
"569510"|"262"
"594920"|"12"
"11904974"|"77"
"2122124"|"458"
"1952696"|"200"
"18184814"|"430"
"11459228"|"131"
"149951"|"504"
"7092740"|"38"
"1119794"|"288"
"2853554"|"434"
"5367149"|"32"
"131891"|"284"
"9040364"|"294"
"16161254"|"205"
"16035632"|"230"
"3419210"|"12"
"4545356"|"182"
"1287752"|"227"
"175949"|"397"
"2364422"|"256"
"6861782"|"391"
"18188216"|"397"
"7539032"|"490"
"3083378"|"42"
"718652"|"432"
"927224"|"504"
"1957652"|"104"
"12831788"|"152"
"8594240"|"458"
"106565"|"38"
"14449208"|"236"
"18137732"|"395"
"13413194"|"196"
"6084278"|"374"
"5427587"|"395"
"8366558"|"145"
"2642966"|"288"
"3810902"|"95"
"4734104"|"196"
"7747016"|"294"
"102911"|"38"
"5628977"|"496"
"7098158"|"182"
"792614"|"504"
"11777882"|"158"
"10890338"|"192"
"13363382"|"236"
"17163752"|"504"
"230129"|"131"
"14129000"|"8"
"14063018"|"385"
"439310"|"306"
"14089226"|"415"
"9071402"|"212"
"5694749"|"225"
"240965"|"98"
"14201660"|"154"
"13920680"|"203"
"137855"|"262"
"11567840"|"385"
"9681158"|"310"
"4243712"|"227"
"135839"|"397"
"10168442"|"42"
"17349392"|"256"
"6836540"|"260"
"8115314"|"212"
"15143048"|"82"
"6849266"|"22"
"13953062"|"26"
"274376"|"182"
"15965492"|"232"
"4567154"|"423"
"14912804"|"492"
"5090852"|"38"
"766028"|"417"
"17289500"|"93"
"366314"|"288"
"3139238"|"30"
"17925128"|"456"
"718022"|"436"
"17527052"|"123"
"116309"|"508"
"13370774"|"310"
"1761596"|"323"
"942806"|"397"
"1894904"|"288"
"4529438"|"262"
"6539810"|"374"
"13806692"|"227"
"15736340"|"482"
"104129"|"104"
"143147"|"504"
"16816370"|"12"
"37664"|"22"
"936002"|"168"
"11955794"|"260"
"14751608"|"315"
"1350164"|"8"
"18526274"|"93"
"2967626"|"139"
"8247824"|"182"
"5685341"|"395"
"13209578"|"397"
"159485"|"385"
"4541996"|"8"
"1662602"|"125"
"4702982"|"294"
"17409830"|"492"
"900092"|"504"
"18952112"|"34"
"6555182"|"170"
"13599212"|"203"
"422762"|"38"
"4002380"|"104"
"18112322"|"125"
"17528564"|"254"
"151967"|"8"
"839990"|"196"
"5986334"|"205"
"506804"|"38"
"15739826"|"201"
"16603934"|"397"
"1669112"|"504"
"13364852"|"242"
"1220510"|"482"
"7116512"|"490"
"18988400"|"139"
"16744424"|"182"
"866786"|"391"
"11161910"|"504"
"110555"|"139"
"181997"|"182"
"3419084"|"205"
"3408122"|"387"
"3248816"|"182"
"5692733"|"256"
"9129320"|"262"
"3234662"|"1"
"16033994"|"256"
"11756924"|"385"
"2782028"|"397"
"17441414"|"190"
"5582777"|"225"
"13725548"|"260"
"12303596"|"430"
"1741058"|"8"
"12176966"|"30"
"1793390"|"8"
"2455184"|"200"
"16533206"|"242"
"760064"|"459"
"6529604"|"421"
"8584790"|"8"
"11600474"|"294"
"6433088"|"345"
"16808432"|"385"
"1136846"|"306"
"8493986"|"294"
"2241698"|"298"
"9453686"|"410"
"15879980"|"212"
"6489872"|"242"
"15464768"|"496"
"209255"|"38"
"19058372"|"260"
"4733810"|"196"
"16686926"|"506"
"198419"|"104"
"16042646"|"160"
"13877798"|"458"
"9357170"|"465"
"3228131"|"209"
"10497764"|"8"
"18193928"|"192"
"12744008"|"80"
"13889306"|"203"
"2141822"|"393"
"6529310"|"421"
"762542"|"192"
"353378"|"356"
"15922106"|"32"
"1603844"|"98"
"16161086"|"131"
"19011542"|"260"
"355646"|"298"
"12492302"|"325"
"19178828"|"196"
"4904750"|"294"
"2213768"|"323"
"14150168"|"310"
"209339"|"227"
"922268"|"306"
"12483398"|"260"
"8010482"|"290"
"10658414"|"459"
"196361"|"104"
"48521"|"139"
"5550311"|"192"
"14639720"|"74"
"17396558"|"12"
"12223628"|"393"
"7538570"|"262"
"5699411"|"385"
"15997202"|"1"
"194933"|"209"
"7650542"|"168"
"2026112"|"494"
"12083726"|"254"
"7557260"|"16"
"16918094"|"248"
"10862492"|"260"
"18125090"|"500"
"1339244"|"508"
"7540040"|"456"
"10965980"|"454"
"363206"|"508"
"16391036"|"125"
"2965316"|"504"
"3090266"|"212"
"1134788"|"298"
"4245602"|"496"
"12600536"|"438"
"13384046"|"292"
"7533656"|"504"
"1401950"|"8"
"5949164"|"180"
"3237728"|"26"
"9956930"|"212"
"164441"|"504"
"5936984"|"104"
"1048772"|"168"
"17058374"|"218"
"444098"|"12"
"11302610"|"192"
"16766180"|"232"
"8788784"|"486"
"1627448"|"288"
"5548463"|"294"
"378368"|"104"
"2031572"|"227"
"12666476"|"36"
"12384110"|"192"
"6436364"|"385"
"18245714"|"401"
"12817172"|"42"
"13792244"|"42"
"7116260"|"168"
"189137"|"12"
"2380382"|"1"
"6861278"|"216"
"1350794"|"284"
"3871592"|"51"
"122147"|"160"
"11983010"|"8"
"10812344"|"262"
"1861514"|"32"
"16033238"|"397"
"202073"|"12"
"15825506"|"139"
"6482774"|"152"
"9745880"|"158"
"5753696"|"264"
"10300952"|"467"
"9949580"|"294"
"17307896"|"447"
"15042248"|"260"
"5494871"|"225"
"1333742"|"490"
"12310064"|"8"
"307178"|"27"
"9414080"|"359"
"1217570"|"490"
"9044018"|"190"
"7528364"|"352"
"3621356"|"469"
"10767110"|"282"
"12744134"|"469"
"4788200"|"403"
"94133"|"8"
"15993800"|"438"
"1575200"|"504"
"10326362"|"456"
"191573"|"508"
"17191346"|"75"
"4224476"|"260"
"503948"|"38"
"7032302"|"356"
"13478420"|"391"
"807062"|"104"
"305204"|"192"
"5383445"|"403"
"1942364"|"1"
"6933896"|"12"
"1544960"|"288"
"8591006"|"352"
"16439000"|"415"
"12341522"|"100"
"4469462"|"192"
"1250036"|"298"
"1972478"|"397"
"1405436"|"504"
"4843724"|"510"
"6309062"|"127"
"768422"|"438"
"5282"|"8"
"312974"|"38"
"7715096"|"201"
"137603"|"508"
"8514482"|"8"
"85607"|"393"
"8362274"|"122"
"4550900"|"236"
"8161682"|"260"
"1486412"|"64"
"9532436"|"160"
"3968192"|"387"
"2367362"|"56"
"13355780"|"260"
"6520112"|"385"
"15535244"|"442"
"3836018"|"323"
"15707234"|"463"
"323726"|"49"
"4169792"|"260"
"412682"|"64"
"16507292"|"98"
"143861"|"158"
"75443"|"182"
"11125832"|"200"
"890936"|"288"
"7404884"|"490"
"1465286"|"30"
"3402998"|"385"
"1049402"|"352"
"19196930"|"27"
"4777448"|"474"
"11744156"|"490"
"13987628"|"225"
"8276174"|"32"
"9888554"|"190"
"11304038"|"227"
"51713"|"8"
"169985"|"504"
"1233782"|"387"
"17765402"|"1"
"1401992"|"176"
"12343874"|"260"
"1849712"|"64"
"16608302"|"145"
"18120470"|"190"
"15825002"|"415"
"11806274"|"225"
"15228686"|"467"
"18955010"|"310"
"637214"|"447"
"11143472"|"22"
"7959914"|"260"
"14889956"|"458"
"9381698"|"131"
"6248708"|"490"
"73679"|"184"
"7867220"|"8"
"16922126"|"274"
"4051310"|"469"
"3274436"|"42"
"2748470"|"123"
"221519"|"143"
"5603945"|"256"
"17825924"|"8"
"3329162"|"1"
"898706"|"288"
"5615075"|"442"
"5744603"|"192"
"4194152"|"8"
"27752"|"216"
"737006"|"182"
"105641"|"456"
"18149408"|"467"
"16772732"|"120"
"8562404"|"262"
"13208948"|"496"
"4975604"|"24"
"13583042"|"8"
"4616336"|"139"
"5309063"|"504"
"5739479"|"385"
"858176"|"182"
"1751516"|"482"
"62843"|"139"
"92327"|"262"
"17190296"|"492"
"1407662"|"397"
"19218728"|"242"
"18044534"|"254"
"18114044"|"465"
"7884650"|"260"
"3336302"|"352"
"80273"|"196"
"16035674"|"260"
"15301808"|"315"
"6859766"|"227"
"5653253"|"385"
"17394962"|"8"
"16254284"|"131"
"18048146"|"216"
"479924"|"8"
"14648"|"158"
"4204862"|"387"
"15764858"|"510"
"1903388"|"125"
"1202492"|"176"
"12681974"|"260"
"5080982"|"209"
"13922402"|"492"
"2230022"|"72"
"15529910"|"34"
"11163212"|"227"
"880142"|"381"
"4470764"|"387"
"370136"|"8"
"4084280"|"192"
"1107320"|"430"
"6993956"|"274"
"7469606"|"56"
"140921"|"504"
"12815660"|"26"
"827348"|"260"
"8012204"|"42"
"17998586"|"220"
"42788"|"196"
"3761006"|"504"
"9532394"|"438"
"114881"|"494"
"4812476"|"389"
"144827"|"504"
"13388414"|"260"
"120047"|"38"
"2377568"|"51"
"9955838"|"139"
"466148"|"248"
"17055350"|"385"
"1088546"|"401"
"821888"|"192"
"446660"|"442"
"10758542"|"442"
"412640"|"494"
"504074"|"182"
"18152684"|"22"
"66455"|"292"
"16297586"|"160"
"116351"|"508"
"8881520"|"345"
"4967120"|"504"
"1670834"|"1"
"181115"|"8"
"1815524"|"12"
"2028590"|"456"
"16670840"|"182"
"13209956"|"187"
"7120208"|"190"
"10593062"|"38"
"8515070"|"48"
"866114"|"262"
"534734"|"393"
"506300"|"12"
"1694102"|"51"
"242876"|"158"
"10408976"|"160"
"11583128"|"447"
"9096182"|"72"
"9743864"|"192"
"7876334"|"413"
"6153452"|"482"
"902192"|"125"
"1804016"|"67"
"18016436"|"456"
"188507"|"182"
"17696312"|"192"
"12927968"|"356"
"5538089"|"87"
"5686643"|"192"
"11420042"|"123"
"3402452"|"262"
"17694632"|"486"
"74897"|"38"
"2061392"|"449"
"3498170"|"1"
"7076024"|"216"
"17718824"|"397"
"10438334"|"260"
"1285274"|"374"
"99173"|"139"
"18327950"|"192"
"1138946"|"1"
"5508227"|"168"
"7106642"|"220"
"9235958"|"242"
"16080572"|"300"
"5005508"|"12"
"8180078"|"260"
"16287968"|"490"
"17083952"|"276"
"427718"|"417"
"473540"|"288"
"10477268"|"72"
"1432400"|"205"
"120845"|"209"
"13391102"|"456"
"588914"|"482"
"7096604"|"98"
"6482984"|"161"
"6511712"|"212"
"11525042"|"51"
"3834548"|"81"
"13965578"|"212"
"915716"|"298"
"2754770"|"459"
"4205282"|"1"
"6759554"|"190"
"9989942"|"22"
"6147194"|"104"
"13120244"|"158"
"16138616"|"196"
"1090688"|"393"
"516086"|"306"
"6551486"|"242"
"772412"|"288"
"9531890"|"27"
"8643254"|"8"
"199259"|"192"
"1443404"|"196"
"16713974"|"260"
"5877764"|"323"
"15294458"|"459"
"12340976"|"40"
"19016330"|"182"
"136343"|"292"
"13039562"|"401"
"48353"|"38"
"397268"|"490"
"128489"|"504"
"70403"|"504"
"6473744"|"456"
"5618225"|"510"
"16648748"|"139"
"87203"|"182"
"8010692"|"442"
"18019376"|"459"
"10492892"|"310"
"7567466"|"490"
"8209898"|"8"
"13118900"|"216"
"7345664"|"446"
"12720404"|"284"
"3406778"|"262"
"16624472"|"440"
"1751810"|"12"
"12683192"|"225"
"2214398"|"322"
"12636068"|"125"
"44951"|"10"
"6793280"|"294"
"152261"|"442"
"12066170"|"1"
"1303208"|"8"
"1488848"|"64"
"15168080"|"93"
"16780628"|"260"
"19127336"|"22"
"2379752"|"288"
"2194196"|"288"
"18154238"|"459"
"361568"|"447"
"189851"|"504"
"24308"|"178"
"18801206"|"486"
"1523750"|"44"
"5096102"|"504"
"1399682"|"385"
"8884418"|"64"
"3830516"|"447"
"78593"|"12"
"12365378"|"260"
"12672608"|"236"
"1633622"|"415"
"4100198"|"315"
"12533252"|"352"
"27500"|"397"
"671864"|"385"
"721088"|"397"
"1733078"|"504"
"16138574"|"139"
"19145816"|"178"
"6935450"|"8"
"2322632"|"306"
"11056658"|"459"
"80861"|"397"
"4704914"|"444"
"304616"|"104"
"203249"|"447"
"14934686"|"32"
"18982100"|"209"
"2140478"|"250"
"18010808"|"260"
"15832016"|"415"
"718358"|"393"
"8643296"|"294"
"974558"|"490"
"17241956"|"266"
"17543222"|"456"
"8970770"|"152"
"13713704"|"456"
"5713817"|"442"
"15897620"|"22"
"134537"|"38"
"9990530"|"225"
"251024"|"38"
"2112590"|"339"
"7447346"|"18"
"17086598"|"192"
"201947"|"182"
"104465"|"397"
"2870606"|"397"
"12792938"|"26"
"15998798"|"30"
"16551812"|"260"
"12712214"|"373"
"5065862"|"504"
"4245812"|"30"
"4267316"|"385"
"6549134"|"51"
"670268"|"359"
"9527858"|"490"
"7506818"|"393"
"6739436"|"430"
"769556"|"227"
"8214308"|"341"
"15433646"|"467"
"76031"|"486"
"4162316"|"1"
"182501"|"158"
"1076492"|"212"
"717980"|"200"
"15508742"|"227"
"308774"|"290"
"11358134"|"430"
"106481"|"30"
"4545902"|"192"
"15143006"|"82"
"14429468"|"447"
"14208674"|"482"
"6569798"|"1"
"14746358"|"203"
"2364380"|"262"
"524360"|"288"
"6763922"|"399"
"427382"|"8"
"15770402"|"129"
"5598107"|"168"
"72797"|"22"
"11044814"|"260"
"13429742"|"294"
"17029646"|"510"
"10277306"|"42"
"16002830"|"42"
"13817990"|"447"
"15720884"|"192"
"10901006"|"198"
"16266044"|"200"
"16271252"|"467"
"16374404"|"496"
"5609279"|"504"
"10722674"|"58"
"15530708"|"262"
"10988156"|"352"
"16107158"|"260"
"1762352"|"98"
"6523556"|"12"
"3324626"|"212"
"15045314"|"242"
"10994876"|"42"
"17199032"|"280"
"3963614"|"490"
"15706814"|"397"
"18404810"|"145"
"15252836"|"190"
"10341818"|"212"
"18388052"|"278"
"4365428"|"1"
"96065"|"284"
"17087018"|"34"
"57929"|"38"
"11266532"|"125"
"7883684"|"490"
"18698558"|"260"
"2061476"|"12"
"152471"|"504"
"5487395"|"256"
"633854"|"504"
"14163902"|"49"
"1258814"|"504"
"5040200"|"34"
"11526470"|"80"
"4525784"|"131"
"2748428"|"467"
"12968330"|"26"
"1706492"|"104"
"12672944"|"218"
"626966"|"482"
"4094486"|"87"
"4357784"|"216"
"927434"|"438"
"6715706"|"30"
"669176"|"48"
"9680654"|"280"
"12413636"|"98"
"5518223"|"225"
"2485550"|"123"
"3305516"|"469"
"12515150"|"27"
"15576698"|"139"
"17982710"|"158"
"6227"|"252"
"6655058"|"288"
"1841228"|"352"
"8596172"|"374"
"439730"|"90"
"874724"|"104"
"11484134"|"1"
"19059674"|"182"
"2324228"|"352"
"993752"|"504"
"450566"|"258"
"7548608"|"405"
"906434"|"46"
"1087916"|"125"
"15700682"|"220"
"4295"|"486"
"99467"|"8"
"18767774"|"260"
"3796832"|"145"
"11506940"|"216"
"5091482"|"294"
"1657016"|"438"
"1693556"|"51"
"17347502"|"260"
"6435146"|"158"
"11123102"|"385"
"16039328"|"120"
"130589"|"182"
"5835092"|"274"
"15532010"|"170"
"15733778"|"200"
"204971"|"469"
"1580282"|"139"
"11458682"|"496"
"1581122"|"504"
"15717314"|"442"
"13098866"|"482"
"7484684"|"34"
"17011334"|"447"
"6938894"|"236"
"16967192"|"272"
"9342344"|"12"
"3037304"|"77"
"13776788"|"100"
"4745822"|"294"
"975104"|"504"
"157301"|"459"
"97787"|"262"
"2712938"|"504"
"9192026"|"262"
"5667491"|"294"
"11020202"|"504"
"763088"|"504"
"3236342"|"158"
"18010766"|"446"
"11560994"|"456"
"14311154"|"26"
"16349456"|"506"
"17214236"|"104"
"13893002"|"176"
"77207"|"192"
"11811272"|"236"
"5238944"|"168"
"57593"|"178"
"820208"|"352"
"5452955"|"152"
"1174394"|"430"
"17163878"|"302"
"15386774"|"482"
"4884464"|"203"
"639944"|"508"
"11535584"|"75"
"12866354"|"100"
"17086262"|"456"
"167003"|"20"
"15817988"|"442"
"4955696"|"504"
"117443"|"38"
"12610532"|"64"
"9070058"|"456"
"562328"|"490"
"403484"|"104"
"15591608"|"158"
"67841"|"182"
"2936924"|"356"
"5853824"|"378"
"256148"|"504"
"18268772"|"319"
"7072790"|"123"
"11983262"|"504"
"16226816"|"203"
"3864536"|"490"
"1065992"|"168"
"97955"|"391"
"15159428"|"395"
"919202"|"12"
"241700"|"104"
"16197458"|"168"
"2894336"|"139"
"195395"|"168"
"16020806"|"444"
"277484"|"494"
"5473661"|"227"
"8776940"|"278"
"8326490"|"430"
"18572726"|"42"
"1842908"|"374"
"1239704"|"187"
"190775"|"306"
"4565768"|"423"
"2987282"|"459"
"1931486"|"158"
"15534404"|"504"
"16687724"|"262"
"7596950"|"467"
"2930330"|"469"
"496850"|"201"
"13753184"|"98"
"5634101"|"131"
"791480"|"323"
"13269302"|"176"
"7547936"|"194"
"344768"|"306"
"15488036"|"100"
"8646530"|"227"
"251108"|"38"
"17214320"|"227"
"280760"|"200"
"6491552"|"316"
"1543994"|"8"
"17196722"|"51"
"408482"|"145"
"8875388"|"294"
"183761"|"182"
"12754340"|"260"
"18529928"|"60"
"18171584"|"203"
"16823636"|"292"
"16722626"|"24"
"3344702"|"182"
"771614"|"288"
"14761730"|"304"
"13347296"|"12"
"5889104"|"34"
"4764260"|"158"
"5213408"|"260"
"702230"|"8"
"9780866"|"190"
"9803294"|"32"
"7614128"|"42"
"1339916"|"365"
"14165246"|"97"
"384542"|"205"
"2424734"|"51"
"919454"|"196"
"194135"|"397"
"13881956"|"182"
"8438252"|"510"
"64061"|"12"
"12275750"|"30"
"12905876"|"1"
"8459168"|"459"
"15644948"|"95"
"5888978"|"145"
"16670882"|"135"
"10632836"|"438"
"16391708"|"209"
"6436700"|"260"
"10889708"|"294"
"2016242"|"444"
"10205360"|"260"
"2744312"|"227"
"5541365"|"436"
"1643954"|"8"
"1087538"|"467"
"17763050"|"385"
"7195094"|"329"
"2039342"|"44"
"15143132"|"26"
"1023992"|"158"
"10780550"|"438"
"18705278"|"22"
"9507992"|"132"
"11761124"|"225"
"5255576"|"203"
"2626796"|"262"
"5814512"|"131"
"5021846"|"385"
"1693430"|"51"
"13274678"|"196"
"9171824"|"212"
"81911"|"262"
"13732016"|"456"
"12567734"|"131"
"174857"|"230"
"602102"|"288"
"2097428"|"456"
"179813"|"212"
"5372525"|"413"
"7496276"|"118"
"7318364"|"467"
"15525878"|"10"
"5758148"|"20"
"2803952"|"447"
"995348"|"288"
"283574"|"288"
"2857418"|"419"
"114797"|"442"
"12723260"|"494"
"8994164"|"30"
"8954852"|"131"
"6030812"|"504"
"5599535"|"192"
"5891414"|"341"
"549140"|"158"
"5581937"|"387"
"18468608"|"22"
"8393900"|"192"
"18684194"|"1"
"6939566"|"430"
"1406150"|"51"
"12739724"|"190"
"1766216"|"444"
"3072458"|"1"
"16598306"|"227"
"1135250"|"288"
"5136632"|"389"
"16259114"|"1"
"16686590"|"444"
"291764"|"187"
"91739"|"266"
"18387128"|"236"
"133823"|"504"
"17208944"|"506"
"1192412"|"12"
"11593586"|"212"
"16914566"|"300"
"836672"|"442"
"432296"|"393"
"7543820"|"1"
"900176"|"306"
"5502809"|"465"
"55703"|"8"
"1151798"|"504"
"14887142"|"49"
